sos_id,AVAPPDATE,AVAPPTYPE,AVRECVDATE,AVSENTDATE,PARTYAFFIL,PHONE
OH0016147251,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0018973209,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0023032957,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0025117817,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0016170442,8/19/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016190123,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016187706,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0022402681,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0023069099,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0016137665,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016137666,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016188526,8/17/2020,WITHDRAWN,/  /,/  /,---,
OH0016167071,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016146803,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016146802,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016154111,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0022431258,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0016195464,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0025414725,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0021233251,8/18/2020,WITHDRAWN,/  /,/  /,DEM,
OH0022358272,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016196272,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016157401,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016184379,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016176526,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016165647,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016163424,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0024751781,8/18/2020,WITHDRAWN,/  /,/  /,DEM,
OH0022798744,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0022946898,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0022268180,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0020856412,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0023857052,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0024012266,8/24/2020,WITHDRAWN,/  /,/  /,REP,
OH0023184249,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0021182835,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016138601,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016180440,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016183811,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016193372,8/21/2020,WITHDRAWN,/  /,/  /,DEM,
OH0023505947,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016150886,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0016195343,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0018983327,8/19/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016183301,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016183796,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016139678,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0016165521,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0021911942,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016141959,8/20/2020,WITHDRAWN,/  /,/  /,REP,
OH0016155706,8/18/2020,WITHDRAWN,/  /,/  /,DEM,
OH0019350499,8/21/2020,WITHDRAWN,/  /,/  /,NON,
OH0016200712,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0024024774,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0019635415,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0024692548,8/18/2020,WITHDRAWN,/  /,/  /,REP,
OH0016162029,8/20/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016187521,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0016138600,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0025311916,8/20/2020,WITHDRAWN,/  /,/  /,---,
OH0018983419,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0023856757,8/24/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016173532,8/18/2020,WITHDRAWN,/  /,/  /,DEM,
OH0016165413,8/19/2020,WITHDRAWN,/  /,/  /,---,
OH0016137072,8/18/2020,WITHDRAWN,/  /,/  /,---,
OH0016166774,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0016179955,8/24/2020,WITHDRAWN,/  /,/  /,---,
OH0022061361,8/18/2020,WITHDRAWN,/  /,/  /,REP,
OH0025316298,8/21/2020,WITHDRAWN,/  /,/  /,---,
OH0018640634,8/3/2020,WITHDRAW,/  /,/  /,---,
OH0022668702,6/10/2020,PROBLEM APP,/  /,/  /,---,440.413.5858
OH0013014242,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0018512100,8/20/2020,PROBLEM APP,/  /,/  /,---,419.292.0334
OH0025434523,8/24/2020,PROBLEM APP,/  /,/  /,---,614.749.1674
OH0013182750,8/20/2020,PROBLEM APP,/  /,/  /,---,419.206.7316
OH0013027354,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0012984898,8/5/2020,PROBLEM APP,/  /,/  /,DEM,419.535.0715
OH0012996602,8/5/2020,PROBLEM APP,/  /,/  /,DEM,419.535.0715
OH0013250701,8/20/2020,PROBLEM APP,/  /,/  /,---,419.214.2695
OH0013125798,8/20/2020,PROBLEM APP,/  /,/  /,---,419.740.2317
OH0012984604,8/24/2020,PROBLEM APP,/  /,/  /,---,419.386.1652
OH0020059736,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0019875238,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013144562,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013152066,8/19/2020,PROBLEM APP,/  /,/  /,---,419.536.9256
OH0019634087,8/20/2020,PROBLEM APP,/  /,/  /,REP, 
OH0023238397,8/7/2020,PROBLEM APP,/  /,/  /,---, 
OH0018847411,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013201499,8/24/2020,PROBLEM APP,/  /,/  /,---,419.870.7394
OH0015487735,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0023856305,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.862.3879
OH0024547467,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0022926789,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0024611131,8/19/2020,PROBLEM APP,/  /,/  /,---,419.494.5496
OH0013000026,6/5/2020,PROBLEM APP,/  /,/  /,REP,419.691.9729
OH0013216438,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013025356,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013006777,8/20/2020,PROBLEM APP,/  /,/  /,---,419.843.8833
OH0018863806,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013033415,8/24/2020,PROBLEM APP,/  /,/  /,---,419.727.1350
OH0020088444,8/20/2020,PROBLEM APP,/  /,/  /,---,419.867.8033
OH0023502625,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0015541112,8/24/2020,PROBLEM APP,/  /,/  /,---,419.865.7016
OH0022023457,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013214102,8/19/2020,PROBLEM APP,/  /,/  /,---,419.867.3879
OH0013214107,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013197848,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013134455,8/18/2020,PROBLEM APP,/  /,/  /,---,419.536.5159
OH0013078929,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0023162573,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0022256517,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013005104,8/20/2020,PROBLEM APP,/  /,/  /,---,419.865.9565
OH0024987739,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0023882199,6/4/2020,PROBLEM APP,/  /,/  /,---, 
OH0013155624,8/24/2020,PROBLEM APP,/  /,/  /,---,419.867.0473
OH0013113840,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.698.2741
OH0013133408,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.932.4849
OH0013115188,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013223186,8/19/2020,PROBLEM APP,/  /,/  /,---,419.467.4500
OH0013127077,8/19/2020,PROBLEM APP,/  /,/  /,---,419.250.2802
OH0013080423,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0025307551,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0018573019,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0012989022,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013074695,8/7/2020,PROBLEM APP,/  /,/  /,DEM,419.474.3252
OH0013199280,8/19/2020,PROBLEM APP,/  /,/  /,---,419.975.3978
OH0013022782,8/20/2020,PROBLEM APP,/  /,/  /,---,419.729.3322
OH0013212134,8/20/2020,PROBLEM APP,/  /,/  /,---,419.893.6928
OH0024773094,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013188678,8/20/2020,PROBLEM APP,/  /,/  /,---,216.538.1281
OH0013179706,8/24/2020,PROBLEM APP,/  /,/  /,---,419.473.2394
OH0013019958,5/27/2020,PROBLEM APP,/  /,/  /,---, 
OH0013124568,7/23/2020,PROBLEM APP,/  /,/  /,---,419.382.8316
OH0020293283,8/21/2020,PROBLEM APP,/  /,/  /,---,419.460.7581
OH0013100501,8/19/2020,PROBLEM APP,/  /,/  /,DEM,419.865.5652
OH0013086491,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0019607278,8/24/2020,PROBLEM APP,/  /,/  /,---,419.320.2166
OH0013078985,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013121494,8/24/2020,PROBLEM APP,/  /,/  /,---,419.865.6688
OH0013039978,8/21/2020,PROBLEM APP,/  /,/  /,---,419.343.7993
OH0013174738,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013017900,8/19/2020,PROBLEM APP,/  /,/  /,---,419.843.8540
OH0013085000,8/19/2020,PROBLEM APP,/  /,/  /,---,419.843.8540
OH0024129764,6/9/2020,PROBLEM APP,/  /,/  /,---,419.494.5088
OH0013240213,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0012991206,8/19/2020,PROBLEM APP,/  /,/  /,DEM,419.474.8078
OH0024986098,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013022418,7/28/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0012988842,7/28/2020,PROBLEM APP,/  /,/  /,DEM,419.531.8864
OH0024212753,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0018516630,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.754.4575
OH0021294034,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0020377902,8/6/2020,PROBLEM APP,/  /,/  /,---,419.539.6948
OH0021485273,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013255657,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0019582284,8/19/2020,PROBLEM APP,/  /,/  /,---,419.206.1295
OH0018895017,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013074720,8/24/2020,PROBLEM APP,/  /,/  /,---,419.320.6677
OH0013108543,8/24/2020,PROBLEM APP,/  /,/  /,---,419.810.3870
OH0018901062,8/21/2020,PROBLEM APP,/  /,/  /,---,419.530.3393
OH0012995790,8/24/2020,PROBLEM APP,/  /,/  /,---,419.517.3435
OH0022507374,8/24/2020,PROBLEM APP,/  /,/  /,---,419.206.2933
OH0022910523,8/19/2020,PROBLEM APP,/  /,/  /,---,419.824.6393
OH0013182411,8/20/2020,PROBLEM APP,/  /,/  /,---,419.472.6803
OH0013078123,8/24/2020,PROBLEM APP,/  /,/  /,---,419.472.6803
OH0013249864,8/19/2020,PROBLEM APP,/  /,/  /,---,419.283.2310
OH0013206787,8/20/2020,PROBLEM APP,/  /,/  /,---,419.351.3909
OH0013185468,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0015490926,8/17/2020,PROBLEM APP,/  /,/  /,---, 
OH0024336205,8/18/2020,PROBLEM APP,/  /,/  /,---,205.617.5661
OH0025222644,8/18/2020,PROBLEM APP,/  /,/  /,---,419.265.1141
OH0025146914,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013134789,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.878.4584
OH0013027481,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.382.0494
OH0013117349,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0025392876,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013078745,8/24/2020,PROBLEM APP,/  /,/  /,---,419.385.5569
OH0013036100,8/24/2020,PROBLEM APP,/  /,/  /,---,419.476.6748
OH0013160007,8/20/2020,PROBLEM APP,/  /,/  /,---,419.841.8715
OH0013150063,8/24/2020,PROBLEM APP,/  /,/  /,---,419.861.0005
OH0013169443,7/1/2020,PROBLEM APP,/  /,/  /,---,567.312.2048
OH0024408031,8/19/2020,PROBLEM APP,/  /,/  /,REP, 
OH0022200219,8/19/2020,PROBLEM APP,/  /,/  /,---,419.973.5531
OH0012991894,8/24/2020,PROBLEM APP,/  /,/  /,---,419.478.7922
OH0022772093,8/19/2020,PROBLEM APP,/  /,/  /,---,419.754.0118
OH0021662460,8/5/2020,PROBLEM APP,/  /,/  /,DEM,567.322.2509
OH0020996501,6/24/2020,PROBLEM APP,/  /,/  /,DEM,419.868.2994
OH0025222762,6/10/2020,PROBLEM APP,/  /,/  /,---,419.934.9292
OH0015491152,8/19/2020,PROBLEM APP,/  /,/  /,---,419.841.4234
OH0013091371,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0018518643,8/24/2020,PROBLEM APP,/  /,/  /,---,419.472.2252
OH0013118405,8/21/2020,PROBLEM APP,/  /,/  /,---,567.312.6069
OH0013204744,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0019528103,8/24/2020,PROBLEM APP,/  /,/  /,---,419.902.0208
OH0013236058,7/15/2020,PROBLEM APP,/  /,/  /,---,419.867.7926
OH0013155827,8/19/2020,PROBLEM APP,/  /,/  /,---,419.787.4549
OH0013115846,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013121046,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0018756526,8/20/2020,PROBLEM APP,/  /,/  /,---,419.866.0446
OH0015537601,8/20/2020,PROBLEM APP,/  /,/  /,---,419.241.9640
OH0013187038,8/20/2020,PROBLEM APP,/  /,/  /,---,419.385.5409
OH0018902004,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013205646,8/19/2020,PROBLEM APP,/  /,/  /,---,419.255.9537
OH0013012847,6/3/2020,PROBLEM APP,/  /,/  /,---, 
OH0013074394,8/18/2020,PROBLEM APP,/  /,/  /,---,419.917.0748
OH0025345117,8/6/2020,PROBLEM APP,/  /,/  /,---, 
OH0013155081,8/20/2020,PROBLEM APP,/  /,/  /,---,419.255.8425
OH0021629031,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013181830,8/24/2020,PROBLEM APP,/  /,/  /,---,419.464.5226
OH0013077073,8/18/2020,PROBLEM APP,/  /,/  /,---,419.536.1355
OH0013017379,8/24/2020,PROBLEM APP,/  /,/  /,---,419.902.6757
OH0013137220,8/4/2020,PROBLEM APP,/  /,/  /,---,419.944.7405
OH0018520771,8/4/2020,PROBLEM APP,/  /,/  /,---,567.686.9810
OH0013053572,8/19/2020,PROBLEM APP,/  /,/  /,---,419.897.5737
OH0013123666,8/18/2020,PROBLEM APP,/  /,/  /,DEM,419.829.2516
OH0013227898,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0024917699,8/11/2020,PROBLEM APP,/  /,/  /,---, 
OH0013082280,8/24/2020,PROBLEM APP,/  /,/  /,---,419.841.9554
OH0019011885,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0019432950,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013042725,8/24/2020,PROBLEM APP,/  /,/  /,---,419.984.5336
OH0013130773,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0019742717,8/14/2020,PROBLEM APP,/  /,/  /,REP,419.308.1461
OH0024389510,8/18/2020,PROBLEM APP,/  /,/  /,---,330.990.2218
OH0024349142,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013159454,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0024111194,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0015435123,8/24/2020,PROBLEM APP,/  /,/  /,---,419.882.2953
OH0013236033,8/24/2020,PROBLEM APP,/  /,/  /,---,419.471.1217
OH0018740743,8/19/2020,PROBLEM APP,/  /,/  /,---,419.494.4456
OH0015487192,8/21/2020,PROBLEM APP,/  /,/  /,---,419.704.2013
OH0019162659,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013233338,8/20/2020,PROBLEM APP,/  /,/  /,---,419.727.5628
OH0021807386,8/20/2020,PROBLEM APP,/  /,/  /,---,419.691.4533
OH0013038030,8/20/2020,PROBLEM APP,/  /,/  /,---,419.870.1994
OH0023310790,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0024611013,8/19/2020,PROBLEM APP,/  /,/  /,---,419.957.0805
OH0023594416,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013111238,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0024653310,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0023599106,8/19/2020,PROBLEM APP,/  /,/  /,---,419.340.3296
OH0013015279,8/21/2020,PROBLEM APP,/  /,/  /,---,419.841.4949
OH0013107388,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0019022987,8/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0013185062,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.244.6778
OH0013045801,8/20/2020,PROBLEM APP,/  /,/  /,---,419.385.3504
OH0013187166,5/27/2020,PROBLEM APP,/  /,/  /,DEM,419.241.9038
OH0013086067,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0020367115,8/19/2020,PROBLEM APP,/  /,/  /,---,419.290.8998
OH0013106447,8/20/2020,PROBLEM APP,/  /,/  /,---,419.322.2942
OH0013202510,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013124079,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013066489,8/19/2020,PROBLEM APP,/  /,/  /,---,419.882.0581
OH0013082383,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0020201836,8/21/2020,PROBLEM APP,/  /,/  /,DEM,419.474.1442
OH0020201765,8/20/2020,PROBLEM APP,/  /,/  /,DEM,419.474.1442
OH0012998022,8/19/2020,PROBLEM APP,/  /,/  /,---,419.841.8346
OH0013127351,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013133276,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0023223782,8/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0025030767,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013124135,8/20/2020,PROBLEM APP,/  /,/  /,---,419.509.9522
OH0013030395,8/20/2020,PROBLEM APP,/  /,/  /,---,419.297.6317
OH0013124922,8/18/2020,PROBLEM APP,/  /,/  /,---,419.944.1494
OH0015634094,8/24/2020,PROBLEM APP,/  /,/  /,---,419.242.2862
OH0018507794,8/24/2020,PROBLEM APP,/  /,/  /,---,419.480.7187
OH0018635892,6/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013201776,8/21/2020,PROBLEM APP,/  /,/  /,---,419.382.1691
OH0013164592,8/20/2020,PROBLEM APP,/  /,/  /,---,419.536.5881
OH0018508691,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013073812,8/7/2020,PROBLEM APP,/  /,/  /,---,419.829.6565
OH0013202679,8/20/2020,PROBLEM APP,/  /,/  /,---,419.242.6852
OH0023711349,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013114952,8/18/2020,PROBLEM APP,/  /,/  /,---,419.917.6966
OH0021408484,8/21/2020,PROBLEM APP,/  /,/  /,---,567.288.3301
OH0013161079,8/20/2020,PROBLEM APP,/  /,/  /,---,567.288.3302
OH0013089113,8/20/2020,PROBLEM APP,/  /,/  /,---,419.308.1493
OH0013180883,8/7/2020,PROBLEM APP,/  /,/  /,DEM,419.381.7528
OH0012990111,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013255060,8/24/2020,PROBLEM APP,/  /,/  /,---,419.343.1847
OH0025223385,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013244906,8/21/2020,PROBLEM APP,/  /,/  /,---,419.474.9203
OH0013185986,8/20/2020,PROBLEM APP,/  /,/  /,---,419.531.2152
OH0024264529,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013002320,8/19/2020,PROBLEM APP,/  /,/  /,DEM,419.865.6186
OH0022552210,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013195052,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013205030,8/24/2020,PROBLEM APP,/  /,/  /,---,419.902.4431
OH0019451530,8/21/2020,PROBLEM APP,/  /,/  /,---,419.351.6825
OH0013085882,8/24/2020,PROBLEM APP,/  /,/  /,---,419.244.9516
OH0019166280,8/21/2020,PROBLEM APP,/  /,/  /,---,419.698.9440
OH0018519705,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013178541,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013150787,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013084249,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013239465,6/3/2020,PROBLEM APP,/  /,/  /,---,419.382.3110
OH0013163492,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013194731,8/19/2020,PROBLEM APP,/  /,/  /,---,419.867.9579
OH0023382983,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013195113,8/19/2020,PROBLEM APP,/  /,/  /,---,419.729.2228
OH0013091100,8/24/2020,PROBLEM APP,/  /,/  /,---,419.867.0580
OH0018514039,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013115452,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0020965825,8/24/2020,PROBLEM APP,/  /,/  /,---,419.376.5716
OH0021809317,8/20/2020,PROBLEM APP,/  /,/  /,---,567.288.0401
OH0013082063,8/20/2020,PROBLEM APP,/  /,/  /,---,419.340.9878
OH0013112742,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013219457,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0013085490,8/20/2020,PROBLEM APP,/  /,/  /,---,419.382.9846
OH0025451025,8/21/2020,PROBLEM APP,/  /,/  /,---,832.608.3146
OH0024714998,5/19/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013078568,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013116127,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0012986086,8/24/2020,PROBLEM APP,/  /,/  /,---,419.878.9264
OH0022895329,5/18/2020,PROBLEM APP,/  /,/  /,---, 
OH0013103018,8/21/2020,PROBLEM APP,/  /,/  /,---,419.474.8872
OH0013124458,8/24/2020,PROBLEM APP,/  /,/  /,---,419.476.9007
OH0013251312,8/19/2020,PROBLEM APP,/  /,/  /,---,419.377.9687
OH0013059125,6/10/2020,PROBLEM APP,/  /,/  /,---, 
OH0013002373,8/21/2020,PROBLEM APP,/  /,/  /,---,419.901.4284
OH0018504144,8/21/2020,PROBLEM APP,/  /,/  /,---,419.290.7782
OH0013158970,8/19/2020,PROBLEM APP,/  /,/  /,---,419.829.6029
OH0013088831,8/21/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0024508203,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013215183,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013035179,8/20/2020,PROBLEM APP,/  /,/  /,---,419.304.3288
OH0024983384,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013160319,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0012995252,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0019750781,8/24/2020,PROBLEM APP,/  /,/  /,---,419.255.4600
OH0013013824,8/20/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0022034840,8/24/2020,PROBLEM APP,/  /,/  /,---,419.356.5583
OH0025510507,7/9/2020,PROBLEM APP,/  /,/  /,---, 
OH0018511682,8/20/2020,PROBLEM APP,/  /,/  /,---,515.689.3143
OH0021363973,8/7/2020,PROBLEM APP,/  /,/  /,---,419.491.8096
OH0013006677,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0023271660,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0019618928,8/24/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013114327,8/24/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0023542309,8/21/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013042535,8/24/2020,PROBLEM APP,/  /,/  /,DEM,419.351.3213
OH0013104732,8/11/2020,PROBLEM APP,/  /,/  /,---,419.276.7090
OH0013175479,8/21/2020,PROBLEM APP,/  /,/  /,DEM,419.877.0065
OH0013125842,8/21/2020,PROBLEM APP,/  /,/  /,---,419.472.9791
OH0013180223,8/24/2020,PROBLEM APP,/  /,/  /,---,419.350.4830
OH0013164808,8/24/2020,PROBLEM APP,/  /,/  /,---,419.726.1787
OH0013245404,8/20/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013133001,8/24/2020,PROBLEM APP,/  /,/  /,---,419.280.7117
OH0013065948,6/10/2020,PROBLEM APP,/  /,/  /,---,419.867.8901
OH0013220399,8/21/2020,PROBLEM APP,/  /,/  /,---, 
OH0013004496,8/24/2020,PROBLEM APP,/  /,/  /,---,419.255.5630
OH0024558541,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0019509271,8/24/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013130929,8/20/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013003458,8/20/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0023977969,8/11/2020,PROBLEM APP,/  /,/  /,---,419.234.0590
OH0018728788,8/20/2020,PROBLEM APP,/  /,/  /,DEM, 
OH0013178220,8/19/2020,PROBLEM APP,/  /,/  /,---,419.382.8518
OH0021842028,8/24/2020,PROBLEM APP,/  /,/  /,---,419.206.4896
OH0013109893,8/21/2020,PROBLEM APP,/  /,/  /,---,419.868.6682
OH0013142535,8/19/2020,PROBLEM APP,/  /,/  /,---,419.868.6682
OH0023659702,8/19/2020,PROBLEM APP,/  /,/  /,---, 
OH0013139760,8/21/2020,PROBLEM APP,/  /,/  /,---,419.865.2726
OH0024220966,8/24/2020,PROBLEM APP,/  /,/  /,---,567.315.8458
OH0024202933,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0013193593,8/21/2020,PROBLEM APP,/  /,/  /,---,419.276.1599
OH0024612254,8/24/2020,PROBLEM APP,/  /,/  /,---, 
OH0020328301,8/20/2020,PROBLEM APP,/  /,/  /,---, 
OH0022666924,6/8/2020,PROBLEM APP,/  /,/  /,---, 
OH0013055016,8/19/2020,PROBLEM APP,/  /,/  /,---,419.843.1031
OH0013083913,6/3/2020,PROBLEM APP,/  /,/  /,DEM,419.275.2604
